age,workclass,education,marital-status,occupation,gender,hours-per-week,experience
61,0,11,2,10,1,40,45
45,1,7,2,3,1,45,23
21,6,11,4,13,0,50,5
58,3,8,2,3,1,40,43
52,3,11,2,13,1,40,36
34,3,8,4,0,1,40,19
20,3,11,4,10,0,20,4
25,2,11,4,8,1,40,9
46,3,8,2,6,1,40,31
54,3,11,0,3,0,40,38
43,6,9,2,10,1,40,23
25,3,3,2,6,1,40,14
21,3,4,4,0,0,25,3
65,3,11,0,10,1,50,49
37,3,8,0,7,1,40,22
29,3,8,0,7,1,40,14
44,3,6,2,3,1,40,25
37,0,11,2,0,1,40,21
38,3,11,2,7,0,40,22
35,3,11,2,12,1,70,19
32,3,8,2,0,1,40,17
44,5,11,5,12,1,60,28
39,2,6,2,8,0,30,20
23,3,11,4,7,0,25,7
25,4,6,4,12,1,45,6
23,3,11,4,12,0,28,7
47,3,11,2,2,1,40,31
47,3,1,0,2,0,45,34
25,3,8,4,5,1,40,10
35,3,11,2,2,1,45,19
50,3,5,2,13,1,40,33
47,3,8,0,6,0,40,32
35,3,7,2,3,1,45,13
24,3,8,4,0,1,40,9
21,3,8,4,6,1,40,6
35,3,6,0,10,0,40,16
30,3,6,2,7,0,40,11
17,3,1,4,7,1,20,4
49,2,8,5,8,0,40,34
22,3,8,4,12,0,15,7
22,6,11,4,0,0,40,6
50,3,8,2,2,1,2,35
51,5,5,2,13,1,38,34
27,3,6,2,13,1,30,8
27,3,6,4,10,0,20,8
20,6,8,4,7,0,40,5
42,3,8,2,3,1,48,27
32,3,8,2,2,1,40,17
45,3,6,2,3,1,38,26
22,3,8,2,2,1,40,7
34,3,11,4,0,0,38,18
28,3,6,4,0,0,40,9
38,3,6,0,9,0,24,19
48,1,11,2,11,1,42,32
22,2,11,4,8,1,40,6
34,3,9,2,2,1,40,14
25,3,8,2,0,0,50,10
23,1,8,4,10,0,40,8
38,3,11,2,12,1,60,22
43,3,8,4,7,0,40,28
49,1,8,2,6,1,40,34
23,3,11,0,0,1,40,7
57,3,8,0,0,0,40,42
24,3,6,4,13,1,40,5
44,4,11,2,2,1,58,28
34,3,4,0,2,1,50,16
29,1,11,2,10,1,40,13
29,3,1,4,7,0,40,16
35,3,8,2,14,1,50,20
48,3,8,2,2,1,40,33
38,3,8,4,2,1,36,23
42,1,8,0,11,0,50,27
53,3,11,6,3,0,40,37
29,3,10,4,10,0,55,8
59,3,6,2,12,1,72,40
31,3,8,4,2,1,40,16
34,3,8,2,2,1,40,19
51,3,6,0,3,1,50,32
25,3,8,4,6,1,40,10
28,2,8,0,8,0,10,13
30,3,8,2,2,1,40,15
46,3,8,0,5,0,48,31
45,3,8,4,7,0,40,30
23,3,11,4,3,0,40,7
33,3,4,0,6,0,42,15
44,3,6,2,13,0,20,25
25,3,8,4,7,1,40,10
48,6,11,0,7,1,40,32
23,3,8,4,12,0,40,8
33,5,5,2,10,0,50,16
20,3,11,2,12,0,30,4
23,3,6,4,10,0,40,4
71,3,8,6,0,0,40,56
22,6,6,4,10,0,40,3
36,3,6,2,10,1,50,17
27,3,1,4,2,1,60,14
40,3,8,4,7,0,35,25
30,3,11,0,6,1,50,14
30,6,5,2,11,1,40,13
30,3,11,2,6,1,40,14
35,3,6,2,10,1,40,16
39,3,8,4,0,0,40,24
39,0,8,2,0,1,50,24
32,4,11,2,3,1,50,16
25,3,8,2,14,1,40,10
64,3,11,0,3,0,40,48
47,5,8,2,6,1,40,32
37,3,6,2,3,0,37,18
47,3,8,2,2,1,40,32
33,3,8,2,6,1,40,18
40,3,5,0,10,0,40,23
22,3,8,4,7,1,80,7
56,3,8,2,6,1,40,41
37,3,8,4,0,0,55,22
30,4,11,2,3,1,70,14
20,3,2,4,10,0,35,6
53,6,9,2,3,1,38,33
43,3,6,2,2,1,48,24
23,3,8,2,14,1,40,8
43,5,8,2,2,1,30,28
30,3,8,4,5,1,40,15
20,3,11,4,0,0,46,4
22,3,5,4,2,1,40,5
38,3,6,4,3,1,50,19
54,5,11,2,12,1,40,38
23,3,8,4,2,1,40,8
46,3,8,2,14,1,40,31
59,3,0,2,6,1,40,47
28,2,0,0,8,1,50,16
18,2,2,4,8,1,25,4
41,1,5,4,7,1,40,24
42,3,5,2,14,1,48,25
58,3,11,2,3,1,40,42
24,3,8,2,12,1,50,9
39,3,6,2,0,1,45,20
28,3,6,4,13,0,35,9
25,3,9,4,12,1,55,5
29,3,11,0,12,0,54,13
63,1,8,2,11,1,40,48
26,6,5,0,3,0,38,9
21,3,8,4,5,1,50,6
45,3,11,2,2,1,40,29
29,3,5,4,0,0,40,12
72,1,7,2,3,1,40,50
51,3,0,3,2,1,40,39
21,3,3,3,5,1,40,10
38,3,11,0,12,0,40,22
38,3,6,2,10,0,40,19
46,3,9,2,10,1,41,26
31,5,6,0,3,1,60,12
68,1,0,5,7,0,90,56
43,2,8,2,8,1,40,28
21,3,8,4,12,1,40,6
44,3,6,2,10,1,3,25
56,0,7,2,10,1,40,34
20,2,8,4,8,1,12,5
36,3,8,2,2,1,40,21
21,3,8,4,0,0,25,6
21,3,11,4,11,0,40,5
52,1,11,2,2,1,40,36
56,4,7,2,10,1,70,34
52,3,6,6,7,0,20,33
51,5,6,2,3,1,25,32
29,3,8,0,6,1,40,14
36,3,11,4,2,1,55,20
29,3,8,2,4,1,55,14
21,3,8,4,12,0,30,6
37,3,8,4,6,1,40,22
50,3,11,0,2,0,45,34
30,3,8,4,5,1,50,15
29,3,8,4,4,1,30,14
48,5,8,2,2,1,40,33
39,3,4,2,0,0,25,21
35,0,10,2,10,1,55,14
54,3,8,2,13,1,25,39
24,3,8,2,7,0,25,9
20,3,8,4,5,1,45,5
30,5,11,2,12,1,55,14
19,5,8,4,0,0,30,4
26,3,8,4,12,1,40,11
38,3,8,2,12,1,99,23
25,3,11,4,7,0,40,9
33,3,11,0,2,1,50,17
60,1,6,2,10,1,40,41
30,3,11,4,5,1,40,14
30,3,6,4,10,1,40,11
23,3,8,4,2,1,40,8
27,3,11,2,10,1,40,11
20,2,11,4,8,1,40,4
39,6,4,2,11,1,52,21
65,3,8,2,4,1,24,50
34,3,6,2,3,1,50,15
20,3,8,4,12,0,25,5
23,2,11,4,8,1,40,7
25,3,0,4,2,1,40,13
28,3,6,4,3,0,50,9
31,3,1,4,5,1,25,18
28,6,6,4,10,1,40,9
37,3,8,0,7,0,40,22
52,3,11,2,3,1,50,36
66,0,5,6,7,0,40,49
31,3,8,4,7,1,40,16
37,3,6,2,3,1,50,18
45,0,6,2,0,1,45,26
45,3,4,0,3,1,40,27
44,3,8,2,12,1,60,29
32,1,6,0,10,1,40,13
35,3,8,2,6,1,60,20
53,3,1,0,14,1,40,40
54,3,11,2,2,1,40,38
43,3,5,2,2,1,40,26
30,3,11,4,2,1,40,14
49,3,11,0,3,1,50,33
52,3,7,2,3,1,57,30
20,3,11,4,0,0,4,4
60,0,8,2,13,1,40,45
45,3,4,0,6,1,40,27
48,3,6,2,3,1,60,29
28,3,6,2,12,1,60,9
61,2,10,2,8,1,40,40
48,1,11,2,3,1,40,32
32,3,11,2,13,1,45,16
27,5,8,4,2,1,30,12
38,3,6,2,7,1,35,19
43,3,9,0,3,0,50,23
36,3,8,5,14,1,60,21
38,3,1,2,14,1,40,25
24,1,8,4,13,0,40,9
22,3,0,4,2,1,40,10
30,3,6,4,7,1,40,11
55,2,9,2,8,1,40,35
46,5,10,2,3,1,55,25
39,6,8,2,11,1,50,24
50,3,8,2,6,1,40,35
34,3,5,3,0,0,40,17
47,6,6,2,10,1,60,28
46,3,8,2,12,1,40,31
23,2,8,4,8,1,60,8
43,3,11,0,13,0,72,27
45,3,8,0,6,1,40,30
55,3,6,2,2,1,40,36
68,3,8,2,2,1,8,53
39,3,5,2,6,1,40,22
39,3,8,0,4,0,40,24
37,3,6,4,2,1,40,18
19,3,11,4,14,1,40,3
20,3,1,4,2,1,20,7
49,2,5,3,8,0,40,32
33,3,11,2,2,1,40,17
21,3,8,4,7,1,35,6
72,2,6,2,8,1,3,53
58,1,9,6,10,1,35,38
43,4,8,4,3,1,55,28
62,3,1,5,7,0,21,49
21,3,11,4,4,1,20,5
26,3,11,2,3,1,60,10
27,3,3,2,2,1,40,16
34,3,11,2,10,1,38,18
49,1,8,0,7,0,40,34
28,3,8,4,10,0,40,13
34,5,6,2,10,1,48,15
29,3,11,2,0,0,40,13
58,3,0,2,14,1,50,46
45,4,8,0,3,0,40,30
47,5,6,4,2,0,40,28
53,3,8,2,2,1,40,38
52,1,0,2,2,1,40,40
47,3,1,0,7,0,15,34
36,1,6,2,10,1,40,17
48,3,6,2,3,1,65,29
35,3,11,2,3,1,40,19
49,3,6,2,3,1,50,30
43,3,11,2,14,1,45,27
33,3,6,2,3,1,50,14
49,1,4,2,0,1,40,31
17,3,0,4,7,1,20,5
28,2,11,0,8,0,30,12
25,3,6,4,13,1,40,6
69,2,3,2,8,1,20,58
41,5,5,0,12,1,60,24
31,3,6,2,0,1,40,12
57,3,9,0,3,1,40,37
49,3,11,2,10,1,44,33
40,3,6,2,10,1,40,21
55,3,5,2,10,1,50,38
47,3,11,0,3,1,60,31
50,3,2,0,14,1,40,36
36,3,6,4,10,1,50,17
17,3,1,4,5,1,25,4
30,1,8,2,11,1,40,15
42,3,8,2,6,1,40,27
67,5,8,2,4,1,50,52
36,3,8,2,6,1,45,21
35,3,9,2,3,1,50,15
27,3,6,4,10,0,40,8
46,3,8,2,10,1,40,31
45,3,6,2,12,1,45,26
20,3,1,4,13,1,40,7
17,3,1,4,7,1,20,4
40,3,11,0,7,1,50,24
28,3,6,2,3,1,40,9
33,3,1,4,2,1,40,20
55,3,8,0,12,0,40,40
55,5,11,2,2,1,50,39
47,3,8,5,2,0,40,32
52,4,9,2,10,1,60,32
29,3,11,4,12,0,40,13
37,3,6,5,7,1,70,18
41,0,8,4,0,0,40,26
43,3,11,2,6,1,48,27
39,0,6,4,10,0,60,20
47,5,6,2,3,1,50,28
42,3,8,0,3,0,45,27
39,3,8,4,2,1,42,24
48,1,6,0,10,0,60,29
47,1,9,2,3,1,50,27
27,3,0,2,5,1,40,15
29,3,8,2,2,1,40,14
22,3,5,4,7,0,30,5
37,6,8,5,2,1,44,22
38,3,6,2,3,1,60,19
48,1,9,0,10,0,80,28
46,5,8,2,3,0,50,31
51,3,8,4,7,0,38,36
28,4,6,2,3,1,55,9
35,3,8,2,0,1,40,20
18,3,1,4,2,1,30,5
45,3,8,5,2,0,40,30
36,5,8,4,14,1,40,21
73,3,11,6,9,0,10,57
52,3,6,2,3,1,40,33
17,3,0,4,7,0,40,5
29,0,5,2,2,1,40,12
31,3,8,2,0,0,40,16
20,3,11,4,4,1,10,4
42,3,8,2,2,1,40,27
37,3,11,5,7,0,40,21
40,3,8,2,14,1,40,25
32,3,4,2,0,1,45,14
29,3,9,2,10,1,55,9
20,3,11,4,6,0,40,4
26,3,1,2,0,1,40,13
25,3,6,4,10,1,30,6
37,3,8,2,13,1,80,22
18,2,2,4,8,0,24,4
33,2,11,2,8,0,50,17
26,3,11,2,2,1,40,10
24,3,8,4,12,0,30,9
33,3,8,2,7,0,25,18
23,3,8,4,2,1,40,8
20,2,0,4,8,1,40,8
36,3,11,4,12,1,50,20
37,3,6,6,10,0,50,18
24,3,5,4,6,1,35,7
38,3,4,2,2,1,50,20
50,3,6,0,10,0,45,31
44,3,1,2,0,1,40,31
46,3,8,2,6,1,40,31
57,3,11,4,2,0,40,41
37,3,8,2,2,1,70,22
44,3,8,0,6,1,55,29
21,3,11,4,7,0,30,5
31,3,8,2,2,1,40,16
32,3,5,2,10,1,42,15
45,3,8,3,7,0,60,30
20,1,8,4,5,1,40,5
52,3,8,5,9,0,50,37
47,5,8,2,3,1,25,32
41,3,11,2,0,0,40,25
40,3,11,2,12,1,60,24
41,6,6,2,10,0,40,22
46,3,6,2,3,1,50,27
49,3,8,2,6,0,40,34
65,3,11,0,0,0,40,49
50,3,8,2,6,0,40,35
59,3,8,2,14,1,40,44
18,3,11,4,0,0,25,2
47,1,9,2,10,1,45,27
47,2,8,2,8,1,30,32
45,3,8,2,6,1,45,30
17,3,1,4,12,0,40,4
45,4,8,2,12,1,32,30
73,3,1,2,6,1,40,60
48,3,0,2,6,1,40,36
64,2,8,2,8,0,20,49
38,6,4,4,3,1,60,20
37,0,8,2,0,1,50,22
62,4,8,2,3,1,72,47
26,3,8,4,0,1,40,11
46,4,9,2,3,0,50,26
46,3,9,2,13,1,40,26
51,3,8,0,0,0,24,36
54,0,11,0,0,0,40,38
65,3,11,2,3,1,40,49
29,3,4,2,2,1,45,11
37,3,8,2,7,1,40,22
36,5,7,5,10,0,10,14
60,5,8,0,2,1,50,45
33,3,6,4,5,1,40,14
62,3,8,6,0,0,20,47
20,3,8,4,0,0,40,5
37,3,8,4,13,0,35,22
66,3,9,2,10,1,20,46
32,2,4,4,8,1,20,14
29,6,11,2,0,1,40,13
70,4,11,2,12,1,40,54
74,3,8,2,7,1,15,59
37,1,8,2,2,1,40,22
51,5,8,2,2,1,40,36
50,3,11,2,14,1,50,34
42,3,8,4,12,1,60,27
26,3,6,4,10,1,70,7
27,1,11,4,11,1,40,11
58,5,8,0,3,1,70,43
30,2,11,5,8,1,60,14
32,3,6,4,10,1,50,13
66,4,8,2,12,1,10,51
23,3,11,4,12,1,45,7
35,3,8,2,6,1,44,20
50,3,6,2,2,1,50,31
17,2,1,4,8,0,40,4
35,3,8,0,2,0,48,20
31,3,8,4,0,0,50,16
30,3,1,4,5,1,49,17
35,5,8,4,2,1,40,20
45,5,5,2,4,1,50,28
46,3,8,4,2,1,40,31
50,1,11,2,4,1,40,34
37,3,1,4,6,1,40,24
32,3,8,0,7,0,40,17
53,4,6,2,3,1,48,34
27,0,11,2,13,1,40,11
22,3,8,2,14,1,40,7
29,3,6,2,13,1,40,10
35,3,8,2,12,1,44,20
38,3,11,2,5,0,35,22
26,3,11,4,5,1,44,10
34,3,10,4,10,0,40,13
31,3,5,2,2,1,40,14
30,3,11,2,2,1,40,14
20,3,11,4,7,1,40,4
37,3,9,0,10,1,48,17
32,3,8,2,0,0,20,17
36,3,4,0,12,0,40,18
54,3,9,2,10,1,40,34
46,5,11,0,3,0,50,30
18,3,8,4,12,0,20,3
57,3,11,2,11,1,50,41
37,3,8,2,5,1,40,22
43,3,8,2,2,1,40,28
45,3,8,4,3,0,40,30
32,3,11,0,0,0,40,16
38,0,8,2,0,1,40,23
25,3,4,4,13,0,30,7
70,3,11,0,4,1,40,54
40,3,11,2,6,1,50,24
40,5,8,0,2,1,40,25
20,3,8,4,2,1,40,5
29,3,8,2,3,1,40,14
24,3,5,4,2,1,55,7
28,3,5,4,3,0,40,11
58,3,0,0,14,1,50,46
38,3,6,0,0,0,40,19
59,5,11,6,4,0,40,43
18,3,1,4,0,0,15,5
40,3,8,2,6,1,40,25
39,4,9,2,3,1,50,19
35,3,6,2,3,1,50,16
45,3,8,3,2,1,72,30
62,2,6,0,8,1,5,43
24,6,8,4,0,0,20,9
22,3,11,4,0,1,30,6
23,3,6,2,3,1,40,4
39,5,11,5,2,1,60,23
28,3,5,4,13,0,38,11
51,3,1,2,12,1,30,38
44,3,6,4,0,0,37,25
24,3,8,2,4,1,35,9
24,3,1,2,12,1,40,11
43,3,8,4,5,1,40,28
67,4,2,2,3,1,20,53
31,3,2,4,5,1,40,17
36,3,8,2,2,1,50,21
43,3,4,2,14,1,40,25
23,3,11,4,0,1,20,7
26,3,6,4,5,1,40,7
48,3,11,2,10,1,40,32
40,3,11,2,2,1,44,24
55,1,10,0,10,0,39,34
49,3,8,2,2,1,45,34
34,3,6,4,7,0,15,15
29,3,8,4,0,0,60,14
50,3,6,0,0,0,8,31
19,3,11,4,12,0,9,3
63,6,7,2,3,1,50,41
66,3,6,2,2,1,30,47
65,2,11,6,8,0,6,49
60,3,5,0,7,1,20,43
60,3,8,0,7,0,38,45
19,3,8,4,13,1,40,4
26,4,8,2,3,1,60,11
75,5,11,2,2,1,40,59
58,6,11,6,10,0,20,42
18,5,11,4,3,0,50,2
65,3,4,2,3,1,40,47
50,5,8,2,3,1,40,35
26,3,11,4,7,1,40,10
45,0,9,2,12,1,50,25
19,2,11,4,8,1,40,3
29,0,8,2,13,1,40,14
52,3,11,2,12,0,52,36
23,3,6,4,3,0,40,4
21,3,8,4,7,1,40,6
48,1,8,4,3,0,40,33
59,2,9,2,8,1,35,39
50,3,6,2,3,1,40,31
41,6,6,4,11,1,40,22
32,3,8,0,12,0,30,17
40,3,8,2,4,1,40,25
19,3,8,4,5,1,30,4
42,6,8,5,0,1,39,27
23,3,6,4,0,0,50,4
37,5,8,0,4,1,40,22
21,3,1,4,10,0,24,8
28,3,6,2,13,1,40,9
50,2,8,2,8,1,40,35
20,3,11,4,12,1,25,4
21,3,1,4,2,1,35,8
21,3,11,4,7,1,16,5
45,5,6,4,10,1,40,26
49,4,8,2,2,1,40,34
53,4,11,0,12,1,50,37
41,3,8,0,6,1,40,26
48,1,6,3,0,0,40,29
73,2,8,6,8,0,15,58
34,3,11,5,3,0,40,18
24,3,8,4,0,0,40,9
58,6,8,4,0,0,16,43
41,3,6,2,12,1,50,22
40,3,8,2,2,1,40,25
28,5,11,2,2,1,40,12
32,3,11,2,12,1,47,16
44,4,11,4,3,1,45,28
18,3,1,4,7,0,40,5
37,6,8,5,7,0,40,22
43,3,4,4,0,0,45,25
22,3,8,4,7,0,40,7
28,3,0,4,5,1,40,16
51,3,11,0,3,0,40,35
63,3,8,0,10,0,72,48
29,3,11,2,11,1,45,13
44,3,6,2,3,1,48,25
37,6,11,2,7,1,40,21
62,0,8,2,0,1,40,47
31,3,8,2,2,1,52,16
20,3,8,4,5,1,30,5
48,3,0,0,6,0,32,36
24,5,11,4,7,0,50,8
56,6,6,2,3,1,40,37
36,0,11,2,0,1,35,20
29,3,8,4,2,1,40,14
34,3,10,4,13,1,40,13
39,3,11,4,2,1,40,23
29,3,11,4,5,1,45,13
38,4,8,2,3,1,65,23
23,3,3,4,7,1,20,12
37,3,8,2,7,1,40,22
30,5,11,0,7,0,30,14
58,2,11,2,8,0,36,42
42,3,4,2,13,1,40,24
59,1,8,6,7,0,19,44
45,3,8,2,5,1,40,30
46,3,11,2,12,1,40,30
25,3,9,4,10,0,37,5
41,4,8,0,2,1,55,26
49,3,8,2,14,1,50,34
37,3,11,2,7,1,40,21
31,3,8,4,2,1,45,16
22,3,4,2,3,1,6,4
22,3,8,0,12,0,33,7
17,3,1,4,9,0,20,4
47,3,7,2,10,1,50,25
17,3,0,4,7,1,15,5
23,3,11,4,0,1,20,7
41,3,6,2,10,1,40,22
36,0,9,2,10,1,45,16
52,3,6,2,10,1,40,33
21,3,8,4,2,0,30,6
33,3,0,0,5,0,36,21
17,2,1,4,8,0,35,4
41,3,8,4,2,1,44,26
19,3,8,4,12,0,35,4
38,0,8,4,0,1,45,23
24,3,11,4,2,1,40,8
38,3,6,0,12,0,40,19
39,6,6,2,10,1,45,20
19,3,11,4,12,0,15,3
31,2,4,4,8,0,25,13
42,3,11,2,0,0,40,26
36,3,8,4,12,1,45,21
29,3,11,2,5,1,40,13
17,3,2,4,5,1,20,3
47,1,6,2,2,1,50,28
24,3,11,0,0,0,60,8
61,0,11,2,3,1,40,45
40,5,11,2,2,1,60,24
31,2,3,0,8,0,25,20
59,3,8,2,10,0,38,44
29,3,11,0,13,1,55,13
26,3,8,5,7,1,40,11
46,3,8,2,14,1,40,31
56,0,8,2,0,1,40,41
25,3,6,4,0,0,40,6
17,3,2,4,12,0,18,3
29,3,5,4,3,0,40,12
67,3,8,4,3,0,35,52
29,3,9,4,10,0,50,9
33,3,4,0,0,0,40,15
32,3,8,4,14,1,40,17
34,3,11,2,7,1,62,18
49,3,8,2,6,1,40,34
54,5,11,0,2,1,40,38
39,3,8,0,7,1,40,24
41,3,6,4,2,1,40,22
31,3,11,0,0,0,38,15
47,0,7,2,10,1,40,25
27,3,8,4,6,1,1,12
23,3,1,2,14,1,25,10
25,3,4,2,3,1,45,7
23,3,11,4,0,0,16,7
52,3,8,2,2,1,50,37
62,0,8,6,3,0,36,47
31,3,6,4,10,0,40,12
19,3,1,2,2,1,60,6
22,2,11,4,8,1,36,6
53,3,11,2,2,1,40,37
25,3,8,4,2,0,40,10
45,3,8,4,14,1,40,30
69,3,3,4,2,1,40,58
49,3,8,2,2,1,40,34
42,3,6,2,10,0,27,23
44,5,8,2,4,1,40,29
56,1,11,2,2,1,41,40
37,6,8,2,6,1,40,22
37,3,6,2,3,1,45,18
22,3,11,4,7,0,40,6
34,1,6,2,10,1,40,15
36,3,8,4,6,1,40,21
54,2,8,0,8,1,20,39
28,1,11,2,3,1,65,12
28,3,6,2,10,1,50,9
36,3,0,4,12,0,35,24
37,5,8,2,4,1,60,22
24,3,6,4,3,0,65,5
30,6,8,1,0,0,38,15
38,3,5,2,7,1,40,21
50,3,11,2,0,1,40,34
69,2,8,2,8,1,45,54
43,3,10,3,10,1,40,22
42,3,8,2,5,1,40,27
54,6,11,0,0,0,38,38
27,6,4,4,3,0,58,9
39,3,11,0,12,1,45,23
27,3,11,4,0,0,40,11
30,3,8,2,5,1,66,15
30,3,8,2,14,1,40,15
37,3,11,2,2,1,40,21
50,0,6,0,10,1,60,31
36,3,11,0,2,0,40,20
22,3,11,4,5,1,10,6
21,3,11,4,2,1,40,5
33,3,6,2,0,1,42,14
22,2,11,4,8,0,28,6
37,3,6,2,0,1,40,18
34,3,11,2,12,1,60,18
29,3,8,2,4,1,97,14
29,3,8,2,14,1,40,14
28,3,6,2,12,1,40,9
73,5,11,2,3,1,35,57
43,3,11,0,3,0,40,27
39,3,11,2,2,1,40,23
74,3,0,6,7,0,6,62
27,6,6,4,10,1,30,8
47,3,8,2,14,1,60,32
47,3,6,2,10,1,60,28
42,3,6,2,3,1,40,23
69,3,6,0,5,1,40,50
18,2,2,4,8,1,40,4
23,3,6,4,13,0,20,4
44,1,8,2,10,1,30,29
41,3,8,2,12,1,40,26
47,1,11,4,0,1,40,31
43,3,6,2,3,1,40,24
33,3,11,4,7,1,40,17
48,3,1,4,7,0,30,35
39,3,6,0,12,1,60,20
43,3,9,0,3,0,40,23
18,2,11,4,8,0,20,2
52,3,8,6,9,0,40,37
18,3,8,4,12,0,20,3
27,4,8,4,12,1,45,12
27,4,6,2,3,1,45,8
45,1,8,4,0,0,40,30
24,3,5,2,7,1,20,7
25,3,11,3,12,0,40,9
42,5,0,6,14,1,35,30
40,3,8,2,0,0,46,25
47,3,10,2,3,1,60,26
42,3,8,2,2,1,50,27
42,3,11,0,3,0,45,26
63,1,6,2,10,1,40,44
37,1,6,0,10,0,55,18
65,3,8,2,0,1,20,50
30,2,0,0,8,1,40,18
62,3,6,2,2,1,50,43
46,3,8,0,2,1,40,31
23,3,8,4,12,0,25,8
47,1,6,2,10,0,45,28
20,3,11,4,7,1,20,4
21,2,8,4,8,0,10,6
28,3,8,4,5,1,40,13
61,1,8,2,7,1,40,46
30,6,8,2,7,0,72,15
30,6,6,2,11,1,72,11
29,3,6,4,12,1,50,10
39,3,8,6,6,0,40,24
23,3,1,0,7,0,35,10
32,3,1,4,9,0,40,19
63,3,8,6,7,0,34,48
19,5,11,4,2,0,15,3
57,6,7,0,10,1,60,35
41,3,6,2,2,1,40,22
23,3,5,4,12,1,40,6
30,3,7,4,10,1,20,8
43,4,4,2,3,1,50,25
32,3,8,2,0,1,40,17
55,3,8,2,2,1,45,40
17,3,1,4,7,0,12,4
17,3,0,4,7,1,20,5
29,3,11,2,0,0,65,13
23,2,8,5,8,0,40,8
37,3,8,0,2,1,50,22
39,3,8,0,9,0,22,24
36,3,6,2,3,0,40,17
50,3,6,0,3,1,55,31
41,2,5,2,8,1,12,24
31,3,11,4,6,0,50,15
71,2,8,2,8,1,15,56
56,3,11,6,3,0,32,40
51,3,11,2,2,1,40,35
20,3,11,5,7,0,30,4
53,3,6,0,10,1,55,34
33,6,9,4,10,0,35,13
27,3,11,2,0,0,20,11
40,3,11,2,2,1,40,24
45,3,11,0,0,0,32,29
54,3,5,2,2,1,40,37
33,5,8,5,2,1,50,18
27,2,8,5,8,0,40,12
36,3,0,4,4,1,60,24
42,1,9,2,10,1,55,22
33,3,11,4,0,0,40,17
19,3,11,4,0,0,25,3
52,0,6,2,3,1,45,33
41,1,9,2,10,0,40,21
30,3,11,2,2,1,40,14
22,3,11,4,0,1,40,6
47,3,6,2,3,1,60,28
36,3,1,5,6,1,40,23
35,3,8,5,6,1,40,20
46,3,11,2,11,1,40,30
24,3,6,4,10,0,8,5
30,3,5,2,10,1,52,13
38,3,8,0,6,1,40,23
50,3,8,0,12,0,45,35
41,1,11,0,0,0,40,25
38,3,8,2,3,1,60,23
36,3,6,4,12,1,48,17
47,3,8,2,12,1,50,32
59,3,11,2,0,0,16,43
35,2,6,0,8,0,16,16
59,3,7,2,10,1,60,37
52,3,11,2,3,1,45,36
37,4,5,2,12,1,60,20
52,3,6,3,7,0,40,33
51,3,4,2,2,1,45,33
67,5,6,2,3,1,55,48
58,2,1,0,8,1,15,45
68,3,0,6,7,0,20,56
71,3,3,0,9,0,6,60
49,1,9,2,0,1,40,29
35,1,8,2,7,1,40,20
18,3,8,4,0,1,40,3
29,3,0,2,4,0,40,17
47,5,6,2,10,1,60,28
31,3,3,4,4,1,40,20
22,0,11,4,3,1,40,6
20,3,11,4,13,0,10,4
57,3,8,0,12,0,26,42
18,3,11,4,7,0,15,2
32,3,8,2,10,1,40,17
39,3,8,0,7,1,40,24
37,3,6,0,10,0,40,18
51,3,8,2,12,1,50,36
48,3,11,2,0,1,40,32
39,3,8,2,14,1,55,24
35,3,6,2,12,1,45,16
19,3,8,4,12,1,25,4
28,3,8,0,0,1,40,13
23,3,11,4,12,0,40,7
18,3,11,4,12,1,35,2
23,1,6,4,10,1,40,4
47,1,1,2,14,1,40,34
42,0,6,0,0,1,40,23
25,3,11,4,12,1,40,9
17,3,0,4,12,0,12,5
34,3,6,4,3,0,45,15
30,4,9,2,3,1,60,10
29,3,4,4,3,1,40,11
22,3,11,2,0,0,40,6
46,0,8,4,5,1,40,31
69,3,8,2,12,1,24,54
50,3,8,2,2,1,60,35
19,2,11,4,8,1,30,3
59,3,8,2,6,1,40,44
45,0,11,2,10,1,40,29
41,6,9,4,0,0,40,21
47,0,6,0,10,1,40,28
64,3,1,6,4,0,40,51
29,3,11,2,7,1,35,13
29,3,10,0,10,0,72,8
17,3,1,4,10,0,20,4
24,3,8,4,0,1,60,9
28,3,8,2,2,1,40,13
35,3,8,4,7,1,50,20
48,3,6,2,12,1,60,29
36,3,5,4,10,0,38,19
38,3,5,4,2,0,40,21
49,3,8,0,2,1,40,34
42,3,9,2,10,1,40,22
36,4,5,2,12,1,60,19
25,3,0,4,6,0,40,13
41,3,9,2,6,1,40,21
35,5,8,2,4,1,30,20
32,3,5,0,3,0,50,15
41,5,9,2,10,1,40,21
48,3,11,2,14,1,60,32
56,3,8,2,12,0,50,41
47,5,11,2,7,1,40,31
30,6,8,4,12,0,40,15
51,3,1,2,2,1,40,38
22,4,6,4,0,1,40,3
49,5,6,2,3,1,60,30
67,2,8,6,8,0,10,52
26,3,8,2,6,1,48,11
35,3,6,3,2,1,40,16
37,2,3,0,8,0,40,26
34,3,11,4,0,1,40,18
51,6,8,2,3,1,40,36
26,3,6,2,3,1,40,7
28,0,11,4,0,0,40,12
55,3,1,5,0,0,40,42
17,3,1,4,12,0,20,4
40,3,11,5,3,0,40,24
38,3,6,0,12,1,50,19
67,4,8,6,3,0,40,52
44,3,8,0,6,1,40,29
26,3,11,2,3,1,40,10
25,3,8,0,5,0,40,10
45,3,8,0,0,0,40,30
38,3,8,2,0,1,45,23
62,3,11,2,2,1,45,46
20,3,8,4,7,1,40,5
